nivel,id_ambito_geografico,ubigeo_departamento,nombre_departamento,ubigeo_provincia,nombre_provincia,actasContabilizadas,contabilizadas,totalActas,participacionCiudadana,actasEnviadasJee,enviadasJee,actasPendientesJee,pendientesJee,fechaActualizacion,idUbigeoDepartamento,idUbigeoProvincia,idUbigeoDistrito,idUbigeoDistritoElectoral,totalVotosEmitidos,totalVotosValidos,porcentajeVotosEmitidos,porcentajeVotosValidos,error
provincia,1,120000,La Libertad,121000,Julcán,90.426,85,94,57.631,9.574,9,0.0,0,1776537600678,140000,140100,140101,15,15252,10494,100,100,
provincia,1,120000,La Libertad,121100,Gran Chimú,97.59,81,83,64.041,2.41,2,0.0,0,1776537600678,140000,140100,140101,15,15161,10431,100,100,
provincia,1,120000,La Libertad,121200,Virú,84.099,238,283,67.134,15.901,45,0.0,0,1776537600678,140000,140100,140101,15,56310,42725,100,100,
provincia,1,130000,Lambayeque,130100,Chiclayo,95.901,2293,2391,74.824,4.099,98,0.0,0,1776537600678,140000,140100,140101,15,527666,441872,100,100,
provincia,1,130000,Lambayeque,130200,Ferreñafe,93.115,284,305,66.162,6.885,21,0.0,0,1776537600678,140000,140100,140101,15,57779,44946,100,100,
provincia,1,130000,Lambayeque,130300,Lambayeque,94.407,844,894,75.146,5.593,50,0.0,0,1776537600678,140000,140100,140101,15,194489,151001,100,100,
provincia,1,140000,Lima,140100,Lima,95.301,25129,26368,76.272,4.157,1096,0.542,143,1776537600678,140000,140100,140101,15,5966387,5305382,100,100,
provincia,1,140000,Lima,140200,Cajatambo,100.0,24,24,56.708,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,3428,2518,100,100,
provincia,1,140000,Lima,140300,Canta,87.234,41,47,67.665,12.766,6,0.0,0,1776537600678,140000,140100,140101,15,8676,6817,100,100,
provincia,1,140000,Lima,140500,Huaura,95.573,626,655,74.827,4.427,29,0.0,0,1776537600678,140000,140100,140101,15,143893,118965,100,100,
provincia,1,140000,Lima,140400,Cañete,91.467,611,668,76.193,8.533,57,0.0,0,1776537600678,140000,140100,140101,15,148506,123079,100,100,
provincia,1,140000,Lima,140600,Huarochirí,91.813,314,342,68.511,8.187,28,0.0,0,1776537600678,140000,140100,140101,15,65903,54887,100,100,
provincia,1,140000,Lima,140700,Yauyos,98.246,112,114,56.86,1.754,2,0.0,0,1776537600678,140000,140100,140101,15,15698,12531,100,100,
provincia,1,140000,Lima,140800,Huaral,95.893,537,560,76.706,4.107,23,0.0,0,1776537600678,140000,140100,140101,15,124863,101570,100,100,
provincia,1,140000,Lima,140900,Barranca,95.455,399,418,73.755,4.545,19,0.0,0,1776537600678,140000,140100,140101,15,90457,72953,100,100,
provincia,1,140000,Lima,141000,Oyón,94.118,48,51,66.117,5.882,3,0.0,0,1776537600678,140000,140100,140101,15,8707,6680,100,100,
provincia,1,150000,Loreto,150100,Maynas,84.069,1124,1337,54.138,15.931,213,0.0,0,1776537600678,140000,140100,140101,15,212775,169933,100,100,
provincia,1,150000,Loreto,150200,Alto Amazonas,85.083,308,362,53.563,10.773,39,4.144,15,1776537600678,140000,140100,140101,15,56465,41131,100,100,
provincia,1,150000,Loreto,150300,Loreto,85.859,170,198,44.187,14.141,28,0.0,0,1776537600678,140000,140100,140101,15,25067,18379,100,100,
provincia,1,150000,Loreto,150400,Requena,82.199,157,191,42.475,17.801,34,0.0,0,1776537600678,140000,140100,140101,15,22944,18165,100,100,
provincia,1,150000,Loreto,150500,Ucayali,85.87,158,184,41.521,14.13,26,0.0,0,1776537600678,140000,140100,140101,15,21264,15011,100,100,
provincia,1,150000,Loreto,150600,Mariscal Ramón Castilla,81.633,160,196,41.322,18.367,36,0.0,0,1776537600678,140000,140100,140101,15,22962,11960,100,100,
provincia,1,150000,Loreto,150700,Datem Del Marañón,88.442,176,199,38.855,11.055,22,0.503,1,1776537600678,140000,140100,140101,15,20267,14191,100,100,
provincia,1,150000,Loreto,150900,Putumayo,90.0,27,30,30.289,10.0,3,0.0,0,1776537600678,140000,140100,140101,15,2361,1817,100,100,
provincia,1,160000,Madre De Dios,160100,Tambopata,88.308,355,402,64.582,11.692,47,0.0,0,1776537600678,140000,140100,140101,15,75933,59695,100,100,
provincia,1,160000,Madre De Dios,160200,Manú,91.176,62,68,53.497,8.824,6,0.0,0,1776537600678,140000,140100,140101,15,10417,7890,100,100,
provincia,1,160000,Madre De Dios,160300,Tahuamanú,97.297,36,37,64.191,2.703,1,0.0,0,1776537600678,140000,140100,140101,15,6758,4788,100,100,
provincia,1,170000,Moquegua,170100,Mariscal Nieto,97.173,275,283,78.871,2.827,8,0.0,0,1776537600678,140000,140100,140101,15,63836,56104,100,100,
provincia,1,180000,Pasco,180100,Pasco,93.386,353,378,63.932,6.614,25,0.0,0,1776537600678,140000,140100,140101,15,68641,56943,100,100,
provincia,1,170000,Moquegua,170300,Ilo,93.133,217,233,75.108,6.867,16,0.0,0,1776537600678,140000,140100,140101,15,51132,44379,100,100,
provincia,1,180000,Pasco,180200,Daniel Alcides Carrión,97.196,104,107,59.134,2.804,3,0.0,0,1776537600678,140000,140100,140101,15,17075,13941,100,100,
provincia,1,180000,Pasco,180300,Oxapampa,91.483,290,317,57.664,8.517,27,0.0,0,1776537600678,140000,140100,140101,15,50430,37369,100,100,
provincia,1,170000,Moquegua,170200,General Sánchez Cerro,91.935,57,62,62.992,8.065,5,0.0,0,1776537600678,140000,140100,140101,15,9835,8073,100,100,
provincia,1,190000,Piura,190200,Ayabaca,88.831,342,385,42.186,11.169,43,0.0,0,1776537600678,140000,140100,140101,15,46066,33965,100,100,
provincia,1,190000,Piura,190100,Piura,90.826,1980,2180,71.651,9.174,200,0.0,0,1776537600678,140000,140100,140101,15,460306,363379,100,100,
provincia,1,190000,Piura,190300,Huancabamba,91.011,324,356,54.762,8.989,32,0.0,0,1776537600678,140000,140100,140101,15,54485,40098,100,100,
provincia,1,190000,Piura,190500,Paita,95.143,333,350,76.383,4.857,17,0.0,0,1776537600678,140000,140100,140101,15,77724,59127,100,100,
provincia,1,190000,Piura,190400,Morropón,92.445,465,503,67.465,7.555,38,0.0,0,1776537600678,140000,140100,140101,15,96724,71041,100,100,
provincia,1,190000,Piura,190700,Talara,92.308,360,390,68.491,7.692,30,0.0,0,1776537600678,140000,140100,140101,15,77423,59796,100,100,
provincia,1,190000,Piura,190600,Sullana,93.993,845,899,74.244,6.007,54,0.0,0,1776537600678,140000,140100,140101,15,194589,146303,100,100,
provincia,1,190000,Piura,190800,Sechura,93.578,204,218,75.396,6.422,14,0.0,0,1776537600678,140000,140100,140101,15,47275,36829,100,100,
provincia,1,200000,Puno,200100,Puno,97.183,621,639,79.503,2.504,16,0.313,2,1776537600678,140000,140100,140101,15,145710,126099,100,100,
provincia,1,200000,Puno,200200,Azángaro,95.957,356,371,78.127,4.043,15,0.0,0,1776537600678,140000,140100,140101,15,80471,67749,100,100,
provincia,1,200000,Puno,200300,Carabaya,94.211,179,190,69.621,5.789,11,0.0,0,1776537600678,140000,140100,140101,15,35919,29145,100,100,
provincia,1,200000,Puno,200400,Chucuito,95.175,217,228,72.9,4.825,11,0.0,0,1776537600678,140000,140100,140101,15,45657,37149,100,100,
provincia,1,200000,Puno,200500,Huancané,95.631,197,206,76.444,4.369,9,0.0,0,1776537600678,140000,140100,140101,15,43858,35521,100,100,
provincia,1,200000,Puno,200600,Lampa,98.551,136,138,80.96,1.449,2,0.0,0,1776537600678,140000,140100,140101,15,31176,26843,100,100,
provincia,1,200000,Puno,200700,Melgar,97.525,197,202,75.843,2.475,5,0.0,0,1776537600678,140000,140100,140101,15,43280,36945,100,100,
provincia,1,200000,Puno,200800,Sandia,98.246,168,171,68.047,1.754,3,0.0,0,1776537600678,140000,140100,140101,15,31946,25628,100,100,
provincia,1,200000,Puno,200900,San Román,98.201,764,778,83.191,1.799,14,0.0,0,1776537600678,140000,140100,140101,15,190806,169034,100,100,
provincia,1,200000,Puno,201000,Yunguyo,93.694,104,111,66.145,6.306,7,0.0,0,1776537600678,140000,140100,140101,15,21083,15349,100,100,
provincia,1,200000,Puno,201100,San Antonio De Putina,97.701,85,87,79.942,2.299,2,0.0,0,1776537600678,140000,140100,140101,15,19696,16823,100,100,
provincia,1,200000,Puno,201200,El Collao,97.895,186,190,76.906,1.579,3,0.526,1,1776537600678,140000,140100,140101,15,41464,33389,100,100,
provincia,1,210000,San Martín,210300,Lamas,94.297,248,263,70.386,5.703,15,0.0,0,1776537600678,140000,140100,140101,15,51772,34091,100,100,
provincia,1,210000,San Martín,210400,Mariscal Cáceres,93.011,173,186,63.681,6.989,13,0.0,0,1776537600678,140000,140100,140101,15,34732,24313,100,100,
provincia,1,210000,San Martín,210100,Moyobamba,94.723,359,379,70.713,5.277,20,0.0,0,1776537600678,140000,140100,140101,15,76948,56918,100,100,
provincia,1,200000,Puno,201300,Moho,94.186,81,86,65.671,5.814,5,0.0,0,1776537600678,140000,140100,140101,15,15308,11931,100,100,
provincia,1,210000,San Martín,210200,Huallaga,92.308,84,91,63.292,7.692,7,0.0,0,1776537600678,140000,140100,140101,15,16035,10777,100,100,
provincia,1,210000,San Martín,210600,San Martín,92.857,533,574,71.806,7.143,41,0.0,0,1776537600678,140000,140100,140101,15,118921,93236,100,100,
provincia,1,210000,San Martín,210700,Bellavista,91.908,159,173,62.734,8.092,14,0.0,0,1776537600678,140000,140100,140101,15,30439,21342,100,100,
provincia,1,210000,San Martín,210800,Tocache,94.421,220,233,65.654,5.579,13,0.0,0,1776537600678,140000,140100,140101,15,43587,31232,100,100,
provincia,1,210000,San Martín,210500,Rioja,95.078,367,386,71.319,4.922,19,0.0,0,1776537600678,140000,140100,140101,15,79423,60675,100,100,
provincia,1,210000,San Martín,210900,Picota,90.152,119,132,66.972,9.848,13,0.0,0,1776537600678,140000,140100,140101,15,24775,18166,100,100,
provincia,1,220000,Tacna,220100,Tacna,95.344,901,945,78.994,4.656,44,0.0,0,1776537600678,140000,140100,140101,15,218450,194069,100,100,
provincia,1,210000,San Martín,211000,El Dorado,94.017,110,117,70.294,5.983,7,0.0,0,1776537600678,140000,140100,140101,15,22830,14803,100,100,
provincia,1,220000,Tacna,220200,Tarata,93.103,27,29,69.397,6.897,2,0.0,0,1776537600678,140000,140100,140101,15,5474,4679,100,100,
provincia,1,220000,Tacna,220300,Jorge Basadre,90.698,39,43,73.213,9.302,4,0.0,0,1776537600678,140000,140100,140101,15,8533,7616,100,100,
provincia,1,220000,Tacna,220400,Candarave,91.667,22,24,63.151,8.333,2,0.0,0,1776537600678,140000,140100,140101,15,4125,3579,100,100,
provincia,1,230000,Tumbes,230200,Contralmirante Villar,88.525,54,61,68.795,11.475,7,0.0,0,1776537600678,140000,140100,140101,15,11764,9309,100,100,
provincia,1,240000,Callao,240100,Callao,95.376,2764,2898,74.496,4.348,126,0.276,8,1776537600678,140000,140100,140101,15,639897,552444,100,100,
provincia,1,230000,Tumbes,230300,Zarumilla,89.051,122,137,68.236,10.949,15,0.0,0,1776537600678,140000,140100,140101,15,26786,20928,100,100,
provincia,1,250000,Ucayali,250100,Coronel Portillo,88.21,1025,1162,60.757,11.79,137,0.0,0,1776537600678,140000,140100,140101,15,206149,158032,100,100,
provincia,1,230000,Tumbes,230100,Tumbes,91.475,397,434,71.896,8.525,37,0.0,0,1776537600678,140000,140100,140101,15,89843,70403,100,100,
provincia,1,250000,Ucayali,250200,Padre Abad,90.0,198,220,62.696,10.0,22,0.0,0,1776537600678,140000,140100,140101,15,39525,28784,100,100,
departamento,2,910000,África,,,100.0,6,6,17.884,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,71,63,100,100,
provincia,1,250000,Ucayali,250400,Purús,91.667,11,12,35.914,8.333,1,0.0,0,1776537600678,140000,140100,140101,15,1243,838,100,100,
departamento,2,920000,América,,,68.599,1077,1570,19.415,26.943,423,4.458,70,1776537600678,140000,140100,140101,15,147106,108695,100,100,
provincia,1,250000,Ucayali,250300,Atalaya,83.529,142,170,39.531,16.471,28,0.0,0,1776537600678,140000,140100,140101,15,19023,11689,100,100,
departamento,2,930000,Asia,,,79.439,85,107,17.581,19.626,21,0.935,1,1776537600678,140000,140100,140101,15,7281,6007,100,100,
departamento,2,940000,Europa,,,71.99,604,839,29.894,26.698,224,1.312,11,1776537600678,140000,140100,140101,15,120588,97598,100,100,
departamento,2,950000,Oceanía,,,71.429,15,21,21.394,9.524,2,19.047,4,1776537600678,140000,140100,140101,15,1694,1565,100,100,
provincia,2,910000,África,910100,Argelia,100.0,1,1,34.483,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,10,9,100,100,
provincia,2,910000,África,910300,República Árabe De Egipto,100.0,1,1,42.5,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,17,15,100,100,
provincia,2,910000,África,910400,Kenia,100.0,1,1,25.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,3,3,100,100,
provincia,2,910000,África,910600,Sudáfrica,100.0,1,1,12.346,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,30,27,100,100,
provincia,2,910000,África,910500,Marruecos,100.0,1,1,18.644,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,11,9,100,100,
provincia,2,910000,África,911200,Ghana,100.0,1,1,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,920000,América,920100,Antillas Holandesas,50.0,1,2,22.941,50.0,1,0.0,0,1776537600678,140000,140100,140101,15,195,136,100,100,
provincia,2,920000,América,920200,Argentina,59.532,178,299,23.082,39.799,119,0.669,2,1776537600678,140000,140100,140101,15,33675,20664,100,100,
provincia,2,920000,América,920400,Bolivia,72.727,16,22,41.655,27.273,6,0.0,0,1776537600678,140000,140100,140101,15,4158,2920,100,100,
provincia,2,920000,América,920500,Brasil,72.727,32,44,23.935,20.455,9,6.818,3,1776537600678,140000,140100,140101,15,4675,3592,100,100,
provincia,2,920000,América,920600,Canadá,80.769,42,52,28.849,19.231,10,0.0,0,1776537600678,140000,140100,140101,15,6963,6160,100,100,
provincia,2,920000,América,920700,Colombia,76.471,13,17,27.382,23.529,4,0.0,0,1776537600678,140000,140100,140101,15,1684,1328,100,100,
provincia,2,920000,América,920800,Costa Rica,71.429,5,7,30.729,28.571,2,0.0,0,1776537600678,140000,140100,140101,15,1003,873,100,100,
provincia,2,920000,América,920900,Cuba,100.0,1,1,10.949,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,15,11,100,100,
provincia,2,920000,América,921000,Chile,55.516,156,281,25.419,35.587,100,8.897,25,1776537600678,140000,140100,140101,15,35075,22911,100,100,
provincia,2,920000,América,921100,Ecuador,87.5,14,16,39.648,12.5,2,0.0,0,1776537600678,140000,140100,140101,15,2771,1667,100,100,
provincia,2,920000,América,921300,Estados Unidos De Ámerica,73.164,548,749,14.063,21.629,162,5.207,39,1776537600678,140000,140100,140101,15,51801,44187,100,100,
provincia,2,920000,América,921200,El Salvador,100.0,1,1,43.86,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,75,57,100,100,
provincia,2,920000,América,921500,Guatemala,100.0,2,2,41.459,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,216,197,100,100,
provincia,2,920000,América,921700,Honduras,100.0,1,1,23.077,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,63,59,100,100,
provincia,2,920000,América,921900,México,92.857,13,14,24.761,7.143,1,0.0,0,1776537600678,140000,140100,140101,15,1606,1460,100,100,
provincia,2,920000,América,922000,Nicaragua,100.0,1,1,38.378,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,71,56,100,100,
provincia,2,920000,América,922100,Panamá,90.0,9,10,37.542,0.0,0,10.0,1,1776537600678,140000,140100,140101,15,1344,1017,100,100,
provincia,2,920000,América,922200,Paraguay,50.0,2,4,20.977,50.0,2,0.0,0,1776537600678,140000,140100,140101,15,378,277,100,100,
provincia,2,920000,América,922300,Puerto Rico,100.0,2,2,32.885,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,269,238,100,100,
provincia,2,920000,América,922400,República Dominicana,50.0,2,4,26.053,50.0,2,0.0,0,1776537600678,140000,140100,140101,15,365,315,100,100,
provincia,2,920000,América,922600,Trinidad Y Tobago,100.0,1,1,11.828,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,11,11,100,100,
provincia,2,920000,América,922700,Uruguay,50.0,2,4,27.766,50.0,2,0.0,0,1776537600678,140000,140100,140101,15,542,436,100,100,
provincia,2,920000,América,923000,Guayana Francesa,50.0,1,2,23.52,50.0,1,0.0,0,1776537600678,140000,140100,140101,15,151,123,100,100,
provincia,2,920000,América,922800,Venezuela,100.0,34,34,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,930100,Republica De Corea,100.0,1,1,32.454,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,123,111,100,100,
provincia,2,930000,Asia,930200,República Popular China,100.0,4,4,20.888,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,174,141,100,100,
provincia,2,930000,Asia,930400,India,100.0,1,1,11.957,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,11,10,100,100,
provincia,2,930000,Asia,930600,Israel,100.0,4,4,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,930700,Japón,72.84,59,81,18.128,25.926,21,1.234,1,1776537600678,140000,140100,140101,15,6827,5610,100,100,
provincia,2,930000,Asia,931000,Tailandia,100.0,1,1,36.957,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,34,33,100,100,
provincia,2,930000,Asia,931100,Indonesia,100.0,1,1,45.455,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,10,10,100,100,
provincia,2,930000,Asia,930800,Líbano,100.0,1,1,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,931300,Jordania,100.0,1,1,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,931500,Turquía,100.0,2,2,45.055,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,41,35,100,100,
provincia,2,930000,Asia,932400,Irán,100.0,1,1,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,931900,Arabia Saudita,100.0,1,1,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,932000,Vietnam,100.0,1,1,29.412,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,5,5,100,100,
provincia,2,930000,Asia,932500,Singapur,100.0,1,1,33.654,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,35,34,100,100,
provincia,2,930000,Asia,933700,Emiratos Árabes Unidos,100.0,2,2,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,932800,Kuwait,100.0,1,1,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,930000,Asia,933000,Malasia,100.0,1,1,34.783,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,8,7,100,100,
provincia,2,930000,Asia,933200,Filipinas,100.0,1,1,26.531,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,13,11,100,100,
provincia,2,930000,Asia,933800,Catar,100.0,1,1,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,940000,Europa,940600,República Checa,100.0,1,1,42.294,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,118,107,100,100,
provincia,2,940000,Europa,940200,Alemania,79.31,23,29,26.13,20.69,6,0.0,0,1776537600678,140000,140100,140101,15,3520,3160,100,100,
provincia,2,940000,Europa,940400,Bélgica,80.0,8,10,35.645,20.0,2,0.0,0,1776537600678,140000,140100,140101,15,1429,1200,100,100,
provincia,2,940000,Europa,940300,Austria,100.0,3,3,32.993,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,388,341,100,100,
provincia,2,940000,Europa,940800,Dinamarca,100.0,2,2,28.889,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,195,177,100,100,
provincia,2,940000,Europa,941000,Finlandia,100.0,1,1,25.272,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,116,104,100,100,
provincia,2,940000,Europa,940900,España,68.834,307,446,27.245,29.148,130,2.018,9,1776537600678,140000,140100,140101,15,59814,48363,100,100,
provincia,2,940000,Europa,941100,Francia,74.194,23,31,27.163,25.806,8,0.0,0,1776537600678,140000,140100,140101,15,3859,3205,100,100,
provincia,2,940000,Europa,941200,Gran Bretaña,69.231,9,13,19.191,30.769,4,0.0,0,1776537600678,140000,140100,140101,15,1205,1059,100,100,
provincia,2,940000,Europa,941300,Grecia,0.0,0,1,0.0,100.0,1,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,940000,Europa,941400,Holanda,100.0,6,6,37.608,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,959,892,100,100,
provincia,2,940000,Europa,941500,Hungría,100.0,1,1,33.851,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,109,101,100,100,
provincia,2,940000,Europa,941700,Italia,73.307,184,251,36.184,25.896,65,0.797,2,1776537600678,140000,140100,140101,15,44574,35258,100,100,
provincia,2,940000,Europa,942000,Gran Ducado De Luxemburgo,100.0,1,1,51.412,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,182,145,100,100,
provincia,2,940000,Europa,941800,Irlanda,100.0,1,1,28.097,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,93,85,100,100,
provincia,2,940000,Europa,942100,Malta,100.0,1,1,45.946,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,17,17,100,100,
provincia,2,940000,Europa,942300,Noruega,100.0,2,2,29.026,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,155,143,100,100,
provincia,2,940000,Europa,942400,Polonia,100.0,1,1,25.917,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,106,97,100,100,
provincia,2,940000,Europa,942500,Portugal,100.0,2,2,34.726,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,241,221,100,100,
provincia,2,940000,Europa,942600,Rumanía,100.0,2,2,34.483,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,50,45,100,100,
provincia,2,940000,Europa,942700,Suecia,77.778,7,9,24.738,22.222,2,0.0,0,1776537600678,140000,140100,140101,15,1016,861,100,100,
provincia,2,940000,Europa,942900,Rusia,66.667,2,3,23.585,33.333,1,0.0,0,1776537600678,140000,140100,140101,15,150,120,100,100,
provincia,2,940000,Europa,942800,Suiza,78.947,15,19,24.29,21.053,4,0.0,0,1776537600678,140000,140100,140101,15,2275,1880,100,100,
provincia,2,940000,Europa,943600,Bielorrusia,100.0,1,1,56.667,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,17,17,100,100,
provincia,2,940000,Europa,943700,Macedonia,100.0,1,1,0.0,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,940000,Europa,944200,Principado De Andorra,0.0,0,1,0.0,100.0,1,0.0,0,1776537600678,140000,140100,140101,15,0,0,0,0,
provincia,2,950000,Oceanía,950100,Australia,66.667,12,18,20.39,11.111,2,22.222,4,1776537600678,140000,140100,140101,15,1443,1336,100,100,
provincia,2,950000,Oceanía,950200,Nueva Zelanda,100.0,3,3,29.845,0.0,0,0.0,0,1776537600678,140000,140100,140101,15,251,229,100,100,
